#sn_name        z                zerr            bmag              bmagerr          s                serr            col               colerr              
sn2006fh        0.1272840        0.0000100       19.6709995        0.2820000        0.9880000        0.0570000       -0.0790000        0.0590000
SDSS13016        0.2509800        0.0000100       20.9300003        0.1070000        0.8280000        0.0420000       -0.2920000        0.0940000
sn2006fx        0.2243580        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006fm        0.1258830        0.0000100       19.5529995        0.0240000        0.9790000        0.0160000       -0.0860000        0.0150000
sn2006fn        0.1806000        0.0000100       20.6959991        0.0430000        0.9780000        0.0220000        0.0830000        0.0310000
SDSS13051        0.2851470        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2006fu        0.1986280        0.0000100       20.3349991        0.0380000        1.0840000        0.0290000       -0.1470000        0.0280000
sn2006fi        0.2306330        0.0000100       20.8059998        0.0550000        0.5980000        0.0290000       -0.2630000        0.0530000
SDSS13096        0.3920060        0.0000100       22.1650009        0.0810000        0.9650000        0.0630000       -0.2840000        0.0730000
sn2006gb        0.2660250        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13101        0.3683760        0.0000100       22.1720009        0.1380000        0.6300000        0.0440000       -0.3100000        0.0750000
SDSS13108        0.2059860        0.0000100       21.9880009        0.0490000        0.8440000        0.0630000        0.3230000        0.0610000
sn2006fz        0.1046710        0.0000100       19.3659992        0.0140000        0.8460000        0.0080000       -0.0210000        0.0100000
sn2006go        0.3720570        0.0000100       22.2140007        0.0850000        0.7890000        0.1220000       -0.2920000        0.2210000
sn2006gg        0.2035480        0.0000100       20.6580009        0.0240000        0.9850000        0.0250000        0.0320000        0.0250000
sn2006ga        0.2361330        0.0000100       20.7600002        0.0420000        0.9460000        0.0370000       -0.0970000        0.0430000
SDSS13177        0.3186710        0.0000100       22.4009991        0.3860000        1.2800000        0.2230000        0.0280000        0.1050000
sn2006gx        0.1807460        0.0000100       21.1550007        0.0560000        1.0960000        0.0320000        0.0700000        0.0370000
sn2006he        0.2148120        0.0000100       20.8239994        0.0350000        1.1010000        0.0300000       -0.0220000        0.0330000
SDSS13323        0.2326200        0.0000100       21.2830009        0.0470000        1.0030000        0.0480000       -0.0050000        0.0440000
SDSS13334        0.2457100        0.0000100       24.7929993        0.4710000        0.7280000        0.1860000       -0.2280000        0.2010000
SDSS13344        0.2079930        0.0000100       21.0919991        0.1890000        1.1240000        0.1180000       -0.0160000        0.0690000
sn2006hr        0.1576250        0.0000100       20.2329998        0.0350000        1.1020000        0.0180000        0.0310000        0.0200000
sn2006gw        0.3260580        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS13378        0.3051360        0.0000100       22.8869991        0.3040000        0.8510000        0.1170000       -0.3670000        0.1100000
sn2006gp        0.2126120        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS13441        0.2887600        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13452        0.4553830        0.0000100       26.0109997        0.5070000        0.4550000        0.1280000        0.6490000        0.3060000
SDSS13458        0.3189890        0.0000100       26.9820004        0.5080000        0.4550000        0.1280000              NaN              NaN
SDSS13460        0.3109030        0.0000100       21.5939999        0.0750000        0.9770000        0.0410000       -0.0670000        0.0710000
SDSS13465        0.2863720        0.0000100       19.9950008        0.3820000        0.4520000        0.0400000       -0.3630000        0.1440000
sn2006hq        0.0686460        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS13476        0.2757200        0.0000100       22.0370007        0.0530000        0.9290000        0.0550000        0.0600000        0.0500000
SDSS13477        0.3653250        0.0000100       22.2679996        0.0850000        0.9660000        0.0600000       -0.1670000        0.0800000
SDSS13487        0.2890520        0.0000100       25.3260002        0.3500000        0.5140000        0.1270000       -0.4100000        0.1320000
SDSS13497        0.3957880        0.0000100       22.5610008        0.0740000        0.8770000        0.0700000        0.0810000        0.1390000
sn2006hh        0.2374400        0.0000100       21.4419994        0.0530000        0.8220000        0.0430000       -0.0910000        0.0460000
SDSS13520        0.2693290        0.0000100       21.5389996        0.0480000        1.0779999        0.0800000        0.0550000        0.0460000
SDSS13529        0.3024440        0.0000100       21.2630005        0.1070000        0.9880000        0.0960000       -0.2700000        0.0860000
SDSS13532        0.2649420        0.0000100       22.7490005        0.1010000        1.1150000        0.0690000       -0.0820000        0.1150000
sn2006hd        0.2983070        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13629        0.3531870        0.0000100       21.7630005        0.0650000        1.1109999        0.0490000       -0.0870000        0.0600000
SDSS13633        0.3876550        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS13646        0.3054350        0.0000100       21.4769993        0.0770000        1.1000000        0.0470000       -0.0720000        0.0660000
SDSS13647        0.2476020        0.0000100       21.4589996        0.0850000        1.1000000        0.0470000       -0.1080000        0.0620000
sn2006hs        0.2520000        0.0000100       21.9780006        0.0460000        0.9270000        0.0590000        0.1170000        0.0820000
SDSS13660        0.3705850        0.0000100       22.4880009        0.2590000        0.9670000        0.1360000       -0.0940000        0.0910000
SDSS13677        0.3046710        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13689        0.2517680        0.0000100       20.8929996        0.0480000        1.0980000        0.0410000       -0.1290000        0.0480000
SDSS13703        0.2354960        0.0000100       21.0839996        0.0360000        0.9540000        0.0250000       -0.0570000        0.0410000
sn2006hj        0.2266380        0.0000100       20.6949997        0.0520000        1.1370000        0.0430000       -0.1740000        0.0520000
SDSS13731        0.4586860        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13734        0.3784590        0.0000100       22.3789997        0.2050000        0.9430000        0.1600000        0.1040000        0.1110000
sn2006hv        0.1502070        0.0000100       19.9419994        0.0280000        1.1339999        0.0160000       -0.0600000        0.0180000
SDSS13750        0.3319740        0.0000100       19.9470005        0.0210000        1.1339999        0.0160000        0.0020000        0.0240000
sn2006hl        0.1486990        0.0000100       19.7670002        0.0210000        1.0640000        0.0130000       -0.0730000        0.0170000
SDSS13820        0.1357210        0.0000100       21.3889999        0.0940000        0.6290000        0.0430000        0.0500000        0.0610000
sn2006hm        0.3314700        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13833        0.5165810        0.0000100       22.7479992        0.0780000        1.0030000        0.0500000       -0.1220000        0.0780000
sn2006hp        0.2474880        0.0000100       20.9069996        0.0360000        1.0520000        0.0230000       -0.1100000        0.0460000
SDSS13836        0.3743410        0.0000100       22.8640003        0.2560000        0.6630000        0.0960000       -0.0300000        0.1290000
SDSS13861        0.3936790        0.0000100       24.5869999        0.3790000        0.5250000        0.1550000              NaN              NaN
SDSS13864        0.3008500        0.0000100       21.6439991        0.0400000        1.1070000        0.0480000        0.0020000        0.0470000
SDSS13867        0.3472390        0.0000100       21.3829994        0.2110000        0.7080000        0.0710000       -0.0250000        0.1120000
SDSS13896        0.1573170        0.0000100       21.1399994        0.0410000        0.9300000        0.0290000        0.0100000        0.0370000
SDSS13897        0.2318180        0.0000100       21.3920002        0.0640000        1.0500000        0.0490000        0.0520000        0.0580000
SDSS13898        0.2262620        0.0000100       21.7010002        0.1030000        1.1880000        0.1150000        0.2020000        0.0690000
SDSS13901        0.4312730        0.0000100       22.3500004        0.1010000        0.4110000        0.0290000       -0.1230000        0.0900000
SDSS13902        0.3250110        0.0000100       23.4270000        0.8240000        0.7900000        0.1720000        0.9340000        0.2800000
SDSS13903        0.2635000        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS13907        0.1971270        0.0000100       21.1250000        0.0300000        0.9840000        0.0270000        0.1430000        0.0400000
SDSS13908        0.2397740        0.0000100       21.2619991        0.0530000        0.9630000        0.0490000       -0.0270000        0.0670000
SDSS13909        0.2932900        0.0000100       21.5359993        0.0380000        1.0410000        0.0350000       -0.1050000        0.0520000
SDSS13933        0.4342570        0.0000100       22.4270000        0.0850000        0.9780000        0.0670000       -0.1030000        0.0830000
sn2006jg        0.3309320        0.0000100       22.3020000        0.0990000        1.0070000        0.0690000       -0.0940000        0.0670000
SDSS13940        0.2349560        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS13946        0.2459020        0.0000100       22.4780006        0.0900000        0.8940000        0.0550000       -0.0220000        0.0670000
SDSS13952        0.3294100        0.0000100       22.2040005        0.0950000        1.1580000        0.1050000       -0.0420000        0.0720000
SDSS13953        0.2624380        0.0000100       22.2630005        0.0860000        1.1380000        0.0790000        0.1110000        0.0950000
sn2006hi        0.2620000        0.0000100       22.4489994        0.0920000        0.7240000        0.0710000        0.1680000        0.0970000
SDSS13971        0.2618990        0.0000100       21.7859993        0.0820000        0.8780000        0.0810000        0.0430000        0.0700000
SDSS14046        0.4743340        0.0000100       22.8670006        0.1350000        0.5360000        0.0810000       -0.0640000        0.1170000
SDSS14050        0.1984790        0.0000100       25.2089996        0.4090000        1.5900000        0.4010000        1.5150000        0.3660000
SDSS14074        0.2619200        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14113        0.2423190        0.0000100       21.3549995        0.0590000        1.0549999        0.0380000        0.1320000        0.0540000
SDSS14137        0.3116470        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14205        0.2536530        0.0000100       20.9880009        0.0780000        0.6690000        0.0300000       -0.0910000        0.0740000
SDSS14223        0.3450500        0.0000100       22.8029995        0.1140000        1.2280000        0.1200000       -0.0140000        0.0750000
SDSS14250        0.3671800        0.0000100       22.0100002        0.0540000        1.1610000        0.0530000       -0.0450000        0.0600000
sn2006jk        0.2858470        0.0000100       21.3519993        0.0490000        1.0690000        0.0370000       -0.0070000        0.0490000
sn2006hx        0.0453890        0.0000100       17.5240002        0.0190000        0.9840000        0.0090000        0.1260000        0.0100000
sn2006ib        0.1810660        0.0000100       20.2910004        0.0260000        0.9890000        0.0170000       -0.0180000        0.0210000
SDSS14311        0.3360240        0.0000100       22.0470009        0.0760000        0.9190000        0.0510000       -0.0200000        0.0780000
sn2006py        0.0578660        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS14327        0.4208030        0.0000100       22.3250008        0.0910000        0.7810000        0.0740000       -1.4230000        0.4140000
SDSS14330        0.2527910        0.0000100       22.1650009        0.0840000        0.7200000        0.0300000        0.3710000        0.0600000
sn2006kl        0.2211590        0.0000100       21.1299992        0.0450000        0.9510000        0.0240000       -0.0540000        0.0520000
SDSS14333        0.2700900        0.0000100       21.2220001        0.0490000        0.9050000        0.0300000       -0.1240000        0.0550000
SDSS14340        0.2774410        0.0000100       21.6250000        0.0550000        0.8240000        0.0450000       -0.0180000        0.0580000
SDSS14343        0.3430520        0.0000100       21.5790005        0.0390000        1.0930001        0.0350000       -0.0570000        0.0530000
SDSS14346        0.2132910        0.0000100       22.4099998        0.1010000        0.8600000        0.0540000        0.1420000        0.0760000
SDSS14375        0.3232640        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2006hw        0.1394100        0.0000100       20.3969994        0.0310000        0.9910000        0.0160000        0.0960000        0.0180000
sn2006kk        0.3865290        0.0000100       22.1070004        0.0790000        0.8430000        0.0490000       -0.2080000        0.0820000
SDSS14403        0.2898160        0.0000100       21.6270008        0.0550000        0.9050000        0.0380000       -0.1210000        0.0630000
sn2006ia        0.1750410        0.0000100       20.3530006        0.0250000        0.9280000        0.0180000       -0.1120000        0.0320000
sn2006hy        0.1492670        0.0000100       19.6940002        0.0360000        1.0350000        0.0130000       -0.1290000        0.0190000
SDSS14444        0.2459160        0.0000100       21.4559994        0.0580000        0.8570000        0.0310000       -0.0330000        0.0440000
SDSS14445        0.2369800        0.0000100       21.5730000        0.0680000        0.7140000        0.0310000       -0.0860000        0.0630000
sn2006jm        0.3295620        0.0000100       21.8719997        0.0570000        0.9690000        0.0350000       -0.0290000        0.0520000
SDSS14470        0.1954300        0.0000100       20.6450005        0.0400000        0.9510000        0.0230000       -0.0000000        0.0270000
SDSS14478        0.2817620        0.0000100              NaN              NaN        0.4000000        0.0000000              NaN              NaN
SDSS14480        0.3307960        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2006lj        0.2435380        0.0000100       21.3309994        0.0610000        0.8440000        0.0350000       -0.0940000        0.0730000
SDSS14498        0.3465000        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14500        0.4033720        0.0000100       22.2350006        0.1100000        0.8490000        0.0670000       -0.1390000        0.1080000
SDSS14522        0.4380580        0.0000100       22.5690002        0.0770000        0.8770000        0.0450000       -0.1640000        0.0860000
SDSS14524        0.2721730        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14525        0.1543650        0.0000100       20.9169998        0.0370000        1.1720001        0.0280000        0.2350000        0.0270000
SDSS14548        0.3402800        0.0000100       21.7129993        0.0560000        0.9900000        0.0320000       -0.0800000        0.0520000
SDSS14549        0.2684130        0.0000100       21.9349995        0.0520000        1.0720000        0.0370000        0.2290000        0.0480000
SDSS14554        0.2508670        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14593        0.3072050        0.0000100       21.8309994        0.0760000        0.7450000        0.0400000        0.0630000        0.0710000
SDSS14624        0.4348640        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS14638        0.2780200        0.0000100       22.9950008        0.1580000        0.4670000        0.0880000        0.3780000        0.1130000
SDSS14644        0.4492990        0.0000100       22.7509995        0.0890000        0.8010000        0.0550000       -0.1460000        0.0890000
SDSS14654        0.3819220        0.0000100       22.1410007        0.0640000        0.8180000        0.0330000       -0.1840000        0.0680000
SDSS14671        0.3715260        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14683        0.2922640        0.0000100       22.4020004        0.0650000        1.0270000        0.0510000        0.1720000        0.0610000
SDSS14708        0.4193820        0.0000100       22.3460007        0.0680000        0.9210000        0.0510000       -0.1520000        0.0720000
sn2006km        0.3004430        0.0000100       21.5760002        0.0720000        0.7730000        0.0520000       -0.0300000        0.0550000
SDSS14771        0.2670730        0.0000100       23.3330002        0.2830000        0.4180000        0.1070000        0.6630000        0.1900000
SDSS14784        0.1923200        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2006ja        0.1072210        0.0000100       19.3689995        0.0250000        0.9250000        0.0110000        0.0420000        0.0150000
SDSS14823        0.3495720        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14826        0.1348670        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS14827        0.4107780        0.0000100       22.4290009        0.0860000        1.0089999        0.0800000       -0.0790000        0.0850000
SDSS14831        0.5360470        0.0000100       23.1830006        0.1150000        1.0580000        0.0660000       -0.1470000        0.1020000
SDSS14844        0.4748850        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS14845        0.3589260        0.0000100       22.7450008        0.1180000        0.8160000        0.0500000        0.0540000        0.0870000
sn2006jn        0.2247560        0.0000100       20.8180008        0.0420000        1.0490000        0.0250000       -0.0840000        0.0390000
SDSS14863        0.4737550        0.0000100       23.1229992        0.1550000        0.5820000        0.0610000       -0.3240000        0.1140000
SDSS14876        0.2800670        0.0000100       22.4669991        0.1030000        0.9590000        0.0540000       -0.1800000        0.0610000
SDSS14894        0.4377680        0.0000100       22.8409996        0.0950000        0.8600000        0.0610000        0.4210000        0.0900000
SDSS14919        0.2433480        0.0000100       23.8670006        0.1690000        0.8600000        0.0610000        0.8140000        0.0860000
SDSS14937        0.4798070        0.0000100       22.9449997        0.0820000        0.6810000        0.0430000       -0.1600000        0.0850000
SDSS14947        0.2320060        0.0000100       23.1720009        0.1610000        1.2430000        0.1000000        0.4320000        0.1220000
SDSS14961        0.3705010        0.0000100       22.0669994        0.0770000        0.8310000        0.0440000       -0.0090000        0.0870000
SDSS14965        0.2809990        0.0000100       21.3959999        0.0610000        1.0010000        0.0490000        0.0130000        0.0590000
SDSS14972        0.2555840        0.0000100       22.3169994        0.0720000        0.9680000        0.0580000       -0.4660000        0.1560000
SDSS15006        0.4797900        0.0000100       22.9009991        0.1370000        0.8820000        0.0670000       -0.1160000        0.0670000
sn2006kp        0.2922010        0.0000100       22.6870003        0.1220000        1.0039999        0.0780000        0.0500000        0.0710000
SDSS15033        0.2169740        0.0000100       21.5349998        0.0810000        0.7610000        0.0400000        0.2790000        0.0680000
sn2006md        0.2990000        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15063        0.3427730        0.0000100       22.8770008        0.1600000        0.5160000        0.0410000       -0.2290000        0.1180000
SDSS15101        0.1819500        0.0000100       22.1499996        0.1350000        0.7410000        0.0660000        0.2020000        0.0880000
SDSS15103        0.3970000        0.0000100       22.2150002        0.0870000        0.8420000        0.0530000       -0.1250000        0.0790000
SDSS15108        0.4200660        0.0000100       22.2709999        0.0740000        0.9320000        0.0950000       -0.0250000        0.0860000
sn2006kq        0.1973950        0.0000100       20.6599998        0.0390000        0.9150000        0.0220000       -0.0670000        0.0330000
sn2006jt        0.1543820        0.0000100       19.7420006        0.0210000        1.0890000        0.0140000       -0.1220000        0.0180000
sn2006ju        0.1487430        0.0000100       20.2180004        0.0330000        0.9500000        0.0170000       -0.0260000        0.0230000
SDSS15137        0.2789040        0.0000100       21.3630009        0.0660000        0.8900000        0.0390000       -0.0180000        0.0660000
SDSS15160        0.2522260        0.0000100       21.5709991        0.0630000        0.8070000        0.0440000        0.2650000        0.1010000
sn2006jw        0.2495540        0.0000100       21.1720009        0.0480000        0.9310000        0.0260000       -0.0670000        0.0450000
SDSS15198        0.2894020        0.0000100       21.5279999        0.0250000        1.0080000        0.0290000       -0.0140000        0.0400000
sn2006ks        0.2088120        0.0000100       21.6830006        0.0510000        0.8600000        0.0360000        0.0940000        0.0560000
sn2006jy        0.2044390        0.0000100       20.6779995        0.0310000        1.1040000        0.0220000       -0.0290000        0.0310000
sn2006jv        0.3814330        0.0000100       22.3829994        0.0990000        0.8750000        0.0530000       -0.0120000        0.0910000
sn2006ka        0.2474210        0.0000100       20.9139996        0.0420000        1.0020000        0.0270000       -0.1620000        0.0540000
SDSS15220        0.4645470        0.0000100       22.7759991        0.0810000        1.3390000        0.0960000        0.0290000        0.0610000
sn2006jz        0.1994300        0.0000100       20.7479992        0.0410000        0.8980000        0.0260000       -0.2330000        0.0430000
SDSS15226        0.2885970        0.0000100       21.9710007        0.0910000        0.8470000        0.0410000        0.0030000        0.0640000
sn2006kd        0.1363580        0.0000100       20.4220009        0.0240000        1.0740000        0.0220000        0.1140000        0.0210000
SDSS15239        0.3342280        0.0000100       22.6900005        0.1070000        1.0540000        0.0760000        0.0640000        0.0820000
SDSS15260        0.2536990        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15263        0.4679760        0.0000100       22.4349995        0.0800000        0.9650000        0.0680000       -0.0340000        0.0930000
SDSS15268        0.2985630        0.0000100       21.3339996        0.0560000        0.9810000        0.0380000       -0.0920000        0.0690000
sn2006kt        0.2376790        0.0000100       20.9120007        0.0370000        1.1180000        0.0260000       -0.1450000        0.0430000
sn2006lo        0.2480000        0.0000100       20.6000004        0.0350000        0.9680000        0.0200000       -0.1010000        0.0410000
SDSS15303        0.2343510        0.0000100       21.0839996        0.0460000        1.0590000        0.0400000       -0.1190000        0.0560000
SDSS15324        0.3928010        0.0000100       22.4270000        0.0590000        0.8970000        0.0360000       -0.0160000        0.0640000
SDSS15347        0.2700070        0.0000100       21.2849998        0.0720000        0.7340000        0.0240000       -0.0460000        0.0670000
SDSS15351        0.3163550        0.0000100       21.8810005        0.0800000        0.7860000        0.0410000       -0.0630000        0.0720000
SDSS15353        0.3131490        0.0000100       21.5990009        0.0550000        0.9560000        0.0360000       -0.1040000        0.0550000
sn2006lm        0.2749270        0.0000100       21.5259991        0.0440000        0.9190000        0.0340000        0.0160000        0.0450000
SDSS15359        0.3119730        0.0000100       21.4260006        0.0600000        1.0970000        0.0370000       -0.0580000        0.0690000
sn2006ku        0.1879580        0.0000100       20.2369995        0.0290000        1.0500000        0.0200000       -0.2530000        0.0350000
sn2006lq        0.3160630        0.0000100       21.8570004        0.0500000        1.0510000        0.0460000       -0.0310000        0.0550000
SDSS15419        0.2777870        0.0000100       21.3850002        0.0480000        0.9570000        0.0420000       -0.0160000        0.0600000
sn2006kw        0.1854450        0.0000100       20.6240005        0.0240000        1.0100000        0.0220000       -0.0510000        0.0260000
SDSS15422        0.3343280        0.0000100       26.2840004        0.5000000        0.4490000        0.0730000        1.6250000        0.2100000
SDSS15423        0.3950580        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006kx        0.1598920        0.0000100       19.8099995        0.0350000        1.0340000        0.0150000       -0.0790000        0.0190000
sn2006mt        0.2206810        0.0000100       20.8330002        0.0360000        0.9790000        0.0250000       -0.0600000        0.0420000
sn2006lr        0.2622540        0.0000100       21.6350002        0.0390000        0.9800000        0.0380000        0.2170000        0.0670000
sn2006lb        0.1819080        0.0000100       20.1170006        0.0270000        1.1190000        0.0160000       -0.1100000        0.0200000
SDSS15454        0.3830470        0.0000100       21.8269997        0.2380000        1.3730000        0.1470000       -0.1870000        0.1220000
sn2006la        0.1267870        0.0000100       20.4190006        0.0300000        1.0400000        0.0220000        0.0880000        0.0240000
sn2006kz        0.1861690        0.0000100       20.3640003        0.0340000        0.9770000        0.0190000       -0.0900000        0.0280000
sn2006mz        0.2456750        0.0000100       21.2250004        0.0720000        0.9370000        0.0360000       -0.0320000        0.0650000
SDSS15467        0.2097780        0.0000100       20.5300007        0.0360000        1.0610000        0.0240000       -0.0650000        0.0350000
SDSS15470        0.2336840        0.0000100       22.2110004        0.0720000        1.2410001        0.0570000       -0.0580000        0.0590000
SDSS15496        0.2344100        0.0000100       20.8260002        0.0450000        1.1200000        0.0270000       -0.1650000        0.0530000
SDSS15498        0.2155460        0.0000100       21.7709999        0.0460000        1.0510000        0.0430000        0.3060000        0.0650000
SDSS15503        0.4096420        0.0000100       22.6679993        0.0880000        0.9510000        0.0580000       -0.0240000        0.0600000
sn2006oc        0.2697530        0.0000100       21.9559994        0.0660000        1.3360000        0.0660000        0.0980000        0.0530000
sn2006ls        0.1346040        0.0000100       19.5690002        0.0180000        1.0800000        0.0130000       -0.1020000        0.0150000
SDSS15516        0.3653150        0.0000100       22.4430008        0.0710000        1.1630000        0.0560000       -0.0250000        0.0670000
SDSS15533        0.3444010        0.0000100       21.8209991        0.0690000        0.7520000        0.0410000       -0.1550000        0.0730000
SDSS15535        0.2007920        0.0000100       21.4130001        0.0400000        0.8360000        0.0430000        0.1040000        0.0630000
SDSS15549        0.4488490        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15553        0.3351920        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15558        0.3059430        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15568        0.2066100        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS15580        0.3225180        0.0000100       21.4880009        0.0920000        0.4030000        0.0290000        0.0810000        0.0820000
sn2006mv        0.1780000        0.0000100       20.6450005        0.0290000        0.9680000        0.0180000       -0.0330000        0.0310000
sn2006nt        0.2842180        0.0000100       21.2590008        0.0570000        1.0530000        0.0400000       -0.1230000        0.0680000
SDSS15587        0.2188470        0.0000100       20.8610001        0.0440000        1.0160000        0.0260000       -0.0520000        0.0470000
SDSS15592        0.4156350        0.0000100       21.9400005        0.0680000        0.5820000        0.0360000       -0.2750000        0.0780000
SDSS15603        0.2625870        0.0000100       21.8700008        0.0600000        0.9010000        0.0460000        0.2480000        0.1020000
SDSS15633        0.4510210        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS15640        0.1664000        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006ni        0.1750170        0.0000100       21.1079998        0.0570000        0.9010000        0.0310000        0.2350000        0.0490000
SDSS15663        0.2921970        0.0000100       21.6700001        0.0710000        0.8790000        0.0370000       -0.0980000        0.0590000
SDSS15675        0.2347050        0.0000100       21.1690006        0.0800000        0.9610000        0.0410000       -0.1390000        0.0710000
SDSS15685        0.3859810        0.0000100       22.2299995        0.0990000        0.8010000        0.0530000       -0.1890000        0.0630000
SDSS15693        0.3412120        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2006nh        0.3705490        0.0000100       18.6289997        0.1780000        0.4130000        0.1120000       -1.6010000        0.1770000
SDSS15719        0.2686720        0.0000100       21.4099998        0.0520000        0.9240000        0.0350000       -0.0220000        0.0590000
SDSS15737        0.3329830        0.0000100       22.5030003        0.1100000        0.9080000        0.0710000        0.0740000        0.0770000
SDSS15755        0.2811130        0.0000100       21.5799999        0.0580000        0.9230000        0.0320000        0.0160000        0.0610000
sn2006nf        0.3867010        0.0000100       22.3850002        0.0850000        0.8380000        0.0460000       -0.2080000        0.0810000
SDSS15761        0.3550110        0.0000100       22.0529995        0.0860000        0.7350000        0.0420000       -0.0500000        0.0930000
SDSS15765        0.3051390        0.0000100       22.0599995        0.0620000        0.9130000        0.0470000        0.0460000        0.0590000
SDSS15779        0.2625380        0.0000100       21.9950008        0.0640000        1.0240000        0.0640000        0.0390000        0.1060000
SDSS15782        0.3074690        0.0000100       22.4120007        0.0930000        0.6260000        0.0450000        0.0690000        0.0840000
SDSS15784        0.1769000        0.0000100       21.5090008        0.0650000        0.9940000        0.0370000        0.1860000        0.0620000
SDSS15795        0.5097640        0.0000100       22.4909992        0.0980000        0.8110000        0.0460000       -0.2610000        0.1040000
SDSS15802        0.3424890        0.0000100       22.1700001        0.0720000        0.9570000        0.0440000       -0.0400000        0.0620000
SDSS15805        0.2953720        0.0000100       22.5489998        0.0870000        1.0170000        0.0450000        0.1990000        0.0740000
SDSS15806        0.2517520        0.0000100       23.1739998        0.0910000        0.7960000        0.0500000        1.8990000        0.0830000
SDSS15813        0.3781450        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15814        0.3711770        0.0000100       21.9039993        0.0500000        1.1190000        0.0460000       -0.0100000        0.0580000
SDSS15829        0.2488620        0.0000100       22.0769997        0.0630000        1.2490000        0.0740000        0.2380000        0.0720000
SDSS15850        0.2509210        0.0000100       21.4290009        0.0450000        0.8840000        0.0310000        0.0930000        0.0700000
SDSS15866        0.1900350        0.0000100       20.6700001        0.0590000        0.8640000        0.0220000       -0.0820000        0.0540000
sn2006pa        0.2507160        0.0000100       20.6959991        0.0480000        1.0530000        0.0240000       -0.4590000        0.0620000
sn2006nb        0.2064560        0.0000100       20.5189991        0.0300000        1.0599999        0.0250000       -0.1230000        0.0790000
SDSS15874        0.4027360        0.0000100       22.4580002        0.0720000        1.1109999        0.0660000       -0.1310000        0.0850000
SDSS15892        0.1840800        0.0000100       21.4080009        0.0760000        0.8640000        0.0330000        0.2310000        0.0490000
sn2006pb        0.1748850        0.0000100       20.8069992        0.0450000        0.8010000        0.0200000       -0.0250000        0.0380000
sn2006od        0.2047400        0.0000100       20.7719994        0.0260000        1.0100000        0.0220000       -0.0440000        0.0390000
SDSS15909        0.2180400        0.0000100       21.0610008        0.0550000        0.8890000        0.0290000       -0.0520000        0.0500000
SDSS15941        0.3260690        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS15945        0.3095340        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS15946        0.3751370        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS15950        0.2204280        0.0000100       21.1679993        0.0640000        0.8210000        0.0300000        0.0420000        0.0570000
SDSS15953        0.3554830        0.0000100       23.3169994        0.2330000        0.4100000        0.0530000       -0.0280000        0.1170000
SDSS15961        0.2852810        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
