#sn_name        z                zerr            bmag              bmagerr          s                serr            col               colerr              
SDSS19208        0.2153720        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2007mo        0.2210000        0.0000100       21.2609997        0.0550000        0.8310000        0.0350000        0.0280000        0.0470000
SDSS19246        0.3352170        0.0000100       22.2159996        0.1470000        0.9490000        0.0680000        0.0680000        0.1030000
SDSS19274        0.2545860        0.0000100       21.9950008        0.8290000        1.0089999        0.2710000        0.5300000        0.3800000
SDSS19335        0.3506920        0.0000100       22.1560001        0.1030000        0.7700000        0.0520000       -0.0760000        0.0740000
sn2007nf        0.2367630        0.0000100       27.7539997        0.8530000        0.4050000        0.1580000        3.3340001        0.3280000
SDSS19344        0.2990190        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS19346        0.3619730        0.0000100       22.4360008        0.0780000        1.0590000        0.0600000       -0.0130000        0.0710000
SDSS19347        0.2590430        0.0000100       21.6639996        0.0360000        0.9800000        0.0460000        0.0640000        0.0670000
sn2007nj        0.1540560        0.0000100       20.1749992        0.0320000        1.0599999        0.0170000       -0.0040000        0.0200000
sn2007os        0.3796670        0.0000100       22.3670006        0.0640000        1.1460000        0.0730000       -0.0440000        0.0750000
SDSS19377        0.3816310        0.0000100       22.3209991        0.0870000        0.8140000        0.0680000       -0.4060000        0.0900000
SDSS19414        0.2918330        0.0000100       22.1299992        0.0790000        1.0120000        0.0550000        0.1470000        0.0680000
SDSS19424        0.3645530        0.0000100       22.2679996        0.0940000        0.8860000        0.0590000       -0.1460000        0.0610000
sn2007ow        0.2114020        0.0000100       21.5790005        0.0780000        0.8720000        0.0410000        0.1280000        0.0570000
SDSS19449        0.3309170        0.0000100       21.8129997        0.0880000        1.0290000        0.0480000       -0.0740000        0.0830000
SDSS19484        0.2672460        0.0000100       23.2479992        0.1530000        1.0270000        0.0920000       -0.3760000        0.1780000
SDSS19523        0.4218410        0.0000100       22.4099998        0.1280000        0.8120000        0.0560000       -0.0870000        0.0900000
SDSS19545        0.3091310        0.0000100       21.7320004        0.0740000        0.7880000        0.0450000       -0.1200000        0.0730000
SDSS19552        0.4389750        0.0000100       22.5300007        0.0770000        0.9860000        0.0610000       -0.1430000        0.0550000
SDSS19557        0.4447840        0.0000100       22.6779995        0.1700000        0.7900000        0.0860000       -0.1440000        0.0840000
SDSS19559        0.4299970        0.0000100       22.3869991        0.0780000        0.5550000        0.0520000       -0.1900000        0.0980000
SDSS19593        0.3754550        0.0000100       22.0599995        0.0720000        0.8440000        0.0370000       -0.1110000        0.0550000
sn2007ok        0.1654850        0.0000100       20.2210007        0.0270000        1.0200000        0.0180000       -0.0270000        0.0190000
SDSS19619        0.2599160        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007pn        0.3049420        0.0000100       21.9050007        0.0660000        0.8690000        0.0350000       -0.0800000        0.0610000
sn2007ou        0.1132090        0.0000100       20.5879993        0.0350000        1.1880000        0.0230000        0.2730000        0.0200000
sn2007ov        0.3147500        0.0000100       21.7399998        0.0740000        1.0360000        0.0480000       -0.0190000        0.0790000
SDSS19652        0.2459530        0.0000100       21.9330006        0.0890000        0.9830000        0.0470000        0.2730000        0.0670000
SDSS19668        0.4071130        0.0000100       22.0279999        0.0480000        0.9570000        0.0340000       -0.1540000        0.0610000
SDSS19690        0.4876290        0.0000100       23.7180004        0.1240000        1.4910001        0.1350000       -0.1010000        0.0750000
SDSS19708        0.2374450        0.0000100       20.8850002        0.0370000        0.8910000        0.0240000       -0.0080000        0.0540000
SDSS19723        0.2554130        0.0000100       21.5349998        0.0450000        0.9720000        0.0300000        0.0990000        0.0550000
SDSS19742        0.3595760        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007oy        0.4030000        0.0000100       21.8360004        0.0670000        0.8830000        0.0450000       -0.1580000        0.1620000
SDSS19758        0.3972850        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS19764        0.4054730        0.0000100              NaN              NaN        0.4000000       -0.0000000              NaN              NaN
SDSS19769        0.2525120        0.0000100       21.8810005        0.0970000        1.0100000        0.0610000              NaN              NaN
SDSS19772        0.1751490        0.0000100       21.9909992        0.1200000        1.0100000        0.0610000              NaN              NaN
SDSS19793        0.3869400        0.0000100       21.6779995        0.0610000        1.0100000        0.0610000        0.2590000        0.1950000
sn2007oz        0.2972350        0.0000100       21.2259998        1.2040000        1.5760000        0.3910000        0.7900000        0.3290000
SDSS19804        0.2175990        0.0000100       21.4799995        0.1030000        0.8150000        0.0430000       -0.5600000        0.0950000
sn2007pe        0.3050310        0.0000100       21.2889996        0.0620000        1.1000000        0.0430000       -0.1020000        0.0710000
SDSS19821        0.2660120        0.0000100       21.7080002        0.0670000        0.9550000        0.0390000       -0.0490000        0.0590000
SDSS19825        0.3830110        0.0000100       21.5739994        0.0490000        0.9700000        0.0330000       -0.0690000        0.0590000
sn2007pf        0.1232280        0.0000100       19.2220001        0.0210000        1.0690000        0.0220000       -0.0820000        0.0140000
sn2007ol        0.0559390        0.0000100       18.0000000        0.0140000        0.8330000        0.0100000       -0.0010000        0.0090000
sn2007pt        0.1753170        0.0000100       20.3959999        0.0300000        0.9740000        0.0220000       -0.0350000        0.0240000
sn2007ps        0.2498770        0.0000100       21.1550007        0.0740000        0.9040000        0.0340000       -0.2900000        0.0750000
SDSS20033        0.2536440        0.0000100       21.6399994        0.0440000        0.9170000        0.0380000        0.1800000        0.0710000
sn2007qh        0.2470000        0.0000100       21.2439995        0.0590000        1.0740000        0.0420000       -0.0290000        0.0620000
sn2007rf        0.2880490        0.0000100       21.1630001        0.0400000        0.8170000        0.0320000       -0.1250000        0.0520000
SDSS20046        0.2639520        0.0000100       21.3910007        0.0360000        1.1880000        0.0420000        0.0320000        0.0760000
SDSS20047        0.3742570        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2007pq        0.1853160        0.0000100       20.7329998        0.0500000        0.9650000        0.0350000       -0.1580000        0.0480000
sn2007pv        0.2351520        0.0000100       20.8789997        0.0550000        1.1109999        0.0460000       -0.1330000        0.0640000
sn2007om        0.1048400        0.0000100       19.2709999        0.0180000        1.0730000        0.0210000        0.0580000        0.0130000
SDSS20065        0.3098380        0.0000100       22.3740005        0.0820000        1.1740000        0.0790000        0.1450000        0.0740000
sn2007pd        0.1397290        0.0000100       20.5060005        0.0320000        0.9670000        0.0240000        0.1480000        0.0250000
SDSS20088        0.2445330        0.0000100       21.0090008        0.0220000        0.9920000        0.0210000        0.1410000        0.0410000
sn2007pw        0.2441870        0.0000100       21.1100006        0.0650000        0.5460000        0.0250000       -0.1180000        0.0720000
SDSS20125        0.1662360        0.0000100       20.3659992        0.0330000        0.9240000        0.0190000       -0.0830000        0.0320000
SDSS20141        0.3412410        0.0000100       21.8190002        0.0720000        0.4950000        0.0340000       -0.0440000        0.0720000
SDSS20152        0.2948490        0.0000100       21.5869999        0.0760000        1.1410000        0.0640000        0.1300000        0.0790000
SDSS20171        0.2399000        0.0000100       22.0879993        0.0460000        0.9450000        0.0330000        0.2180000        0.0720000
SDSS20185        0.2548450        0.0000100       22.1790009        0.1600000        0.8760000        0.0730000              NaN              NaN
sn2007qd        0.0433570        0.0000100       20.8139992        0.0400000        0.6540000        0.0230000        0.0790000        0.0270000
SDSS20217        0.3688420        0.0000100       22.4190006        0.0740000        1.0310000        0.0590000        0.0870000        0.0670000
sn2007qi        0.2773010        0.0000100       21.5049992        0.0410000        0.7320000        0.0330000       -0.1300000        0.0520000
SDSS20231        0.3766840        0.0000100       21.8460007        0.0720000        0.6740000        0.0680000       -0.1190000        0.0720000
SDSS20232        0.2177160        0.0000100       20.7880001        0.0550000        0.8690000        0.0460000       -0.2520000        0.0600000
SDSS20257        0.3017150        0.0000100       21.9920006        0.0640000        0.8540000        0.0380000       -0.0700000        0.0680000
SDSS20262        0.2609410        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS20265        0.3756840        0.0000100       22.7520008        0.1440000        0.6330000        0.0570000       -0.0210000        0.1070000
SDSS20267        0.4012020        0.0000100       22.1289997        0.0770000        0.5970000        0.0580000       -0.1060000        0.0810000
SDSS20268        0.4411760        0.0000100       22.3899994        0.0840000        0.6720000        0.0410000       -0.1640000        0.0950000
SDSS20273        0.4690410        0.0000100       22.6259995        0.0940000        0.8890000        0.0600000       -0.1870000        0.0860000
SDSS20276        0.3469810        0.0000100       21.8999996        0.0590000        0.6840000        0.0370000       -0.0840000        0.0680000
SDSS20319        0.3188630        0.0000100       22.0370007        0.0880000        0.9180000        0.0610000        0.0590000        0.0850000
SDSS20331        0.1845130        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
sn2007qp        0.2650000        0.0000100       21.1919994        0.0440000        0.8260000        0.0360000       -0.0770000        0.0570000
sn2007ph        0.1293900        0.0000100       20.5060005        0.0420000        0.6700000        0.0200000        0.0360000        0.0270000
sn2007re        0.2096100        0.0000100       21.0499992        0.0560000        0.9360000        0.0550000        0.0450000        0.0590000
SDSS20386        0.3077860        0.0000100       21.3689995        0.0740000        0.9420000        0.0400000       -0.0370000        0.0710000
SDSS20399        0.1771080        0.0000100       22.2350006        0.0840000        1.0089999        0.0860000        0.0390000        0.0970000
SDSS20400        0.2935820        0.0000100       21.6630001        0.0460000        1.0740000        0.0710000        0.0670000        0.0560000
SDSS20434        0.2808550        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20435        0.3401920        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20447        0.4193680        0.0000100       22.5149994        0.0880000        1.2720000        0.1150000        0.0010000        0.0600000
SDSS20467        0.2709500        0.0000100       21.7320004        0.0490000        1.1660000        0.0520000       -0.0730000        0.0380000
SDSS20476        0.1691220        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS20480        0.1677950        0.0000100       22.0779991        0.0870000        1.1569999        0.0830000        0.2720000        0.0670000
SDSS20489        0.3794010        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20514        0.4044040        0.0000100       22.1650009        0.0850000        0.8360000        0.0420000       -0.1180000        0.0750000
sn2007qr        0.1356910        0.0000100       20.0559998        0.0260000        0.9370000        0.0240000        0.0640000        0.0170000
SDSS20541        0.3330220        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS20553        0.3488060        0.0000100       21.9880009        0.0620000        0.9410000        0.0770000       -0.1270000        0.0690000
SDSS20557        0.4357450        0.0000100       22.5300007        0.0890000        1.0490000        0.0790000       -0.1540000        0.0560000
SDSS20560        0.3738290        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20562        0.3375420        0.0000100       22.6130009        0.0690000        0.7200000        0.0430000        0.0370000        0.0660000
sn2007rh        0.1987040        0.0000100       20.3990002        0.0370000        1.0350000        0.0470000       -0.2720000        0.0390000
SDSS20578        0.2903710        0.0000100       22.2929993        0.0850000        0.8320000        0.0560000        0.1100000        0.0610000
SDSS20580        0.3757120        0.0000100       22.3980007        0.1560000        0.8360000        0.0900000       -0.1060000        0.2270000
sn2007qm        0.2048070        0.0000100       20.5939999        0.0350000        0.9780000        0.0420000       -0.1070000        0.0340000
SDSS20588        0.2866700        0.0000100       22.6170006        0.1030000        1.0980000        0.0880000        0.0330000        0.0760000
SDSS20613        0.3750390        0.0000100       22.1359997        0.0630000        1.0750000        0.0750000        0.0520000        0.0730000
sn2007px        0.1081280        0.0000100       19.3799992        0.0240000        0.6890000        0.0110000       -0.0550000        0.0170000
SDSS20626        0.2763490        0.0000100       19.3740005        0.0200000        0.6890000        0.0110000       -0.0860000        0.0210000
SDSS20663        0.2995690        0.0000100       21.7129993        0.0580000        1.0039999        0.0880000       -0.0320000        0.0650000
SDSS20685        0.4220400        0.0000100       22.5209999        0.1080000        0.5850000        0.1160000       -0.0650000        0.0990000
sn2007ri        0.1915360        0.0000100       21.2040005        0.0560000        0.8510000        0.0380000        0.3950000        0.0420000
SDSS20704        0.3147350        0.0000100       22.8400002        0.1160000        0.8020000        0.0690000        0.0790000        0.0940000
SDSS20709        0.3905570        0.0000100       22.3880005        0.1000000        0.6470000        0.0660000       -0.0160000        0.0990000
SDSS20719        0.3731190        0.0000100       22.6130009        0.0910000        1.3160000        0.1350000        0.0200000        0.0840000
SDSS20721        0.2117790        0.0000100       21.7910004        0.0520000        0.9520000        0.0480000        0.2790000        0.0730000
SDSS20722        0.3013470        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS20723        0.3773050        0.0000100       22.4570007        0.1110000        0.5080000        0.0370000       -0.1910000        0.0710000
SDSS20725        0.3631290        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20726        0.3202040        0.0000100       22.1879997        0.0850000        0.8100000        0.0560000        0.2210000        0.0830000
SDSS20750        0.3056610        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20757        0.3654670        0.0000100       22.4230003        0.0800000        1.0420001        0.0860000        0.1330000        0.0770000
sn2007ro        0.1659010        0.0000100       20.2649994        0.0310000        0.9120000        0.0300000       -0.0870000        0.0320000
sn2007qq        0.2382600        0.0000100       21.8379993        0.0760000        0.6110000        0.0260000       -0.0060000        0.0690000
SDSS20787        0.2704730        0.0000100       22.1299992        0.0780000        0.9830000        0.0600000        0.1690000        0.0620000
SDSS20788        0.3933690        0.0000100       22.2630005        0.1040000        0.9310000        0.0700000       -0.1550000        0.0870000
SDSS20791        0.3358560        0.0000100       21.7719994        0.0860000        0.8020000        0.0410000       -0.0850000        0.0650000
SDSS20805        0.3403300        0.0000100       22.1919994        0.0720000        0.9730000        0.1440000       -0.0340000        0.0760000
SDSS20823        0.4442520        0.0000100       22.1599998        0.0760000        0.9730000        0.1440000       -0.0310000        0.0930000
SDSS20828        0.3583760        0.0000100       22.4440002        0.0930000        0.4680000        0.0310000       -0.2090000        0.0680000
sn2007qu        0.3049310        0.0000100       21.6340008        0.0630000        0.8410000        0.0650000       -0.2010000        0.0530000
SDSS20830        0.1620580        0.0000100       22.5149994        0.1060000        0.6050000        0.0680000       -0.9920000        0.0760000
sn2007rr        0.1908950        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS20844        0.4543290        0.0000100       22.4759998        0.0770000        0.8860000        0.0820000       -0.0860000        0.0610000
sn2007rn        0.2660650        0.0000100       21.4610004        0.0670000        0.9180000        0.1250000       -0.0550000        0.0650000
SDSS20866        0.3684030        0.0000100       21.4799995        0.0660000        0.9180000        0.1250000       -0.0750000        0.0650000
SDSS20882        0.3144190        0.0000100       21.8740005        0.0590000        0.9790000        0.0450000       -0.1120000        0.0520000
sn2007py        0.2093900        0.0000100       21.4430008        0.0600000        0.7880000        0.0490000        0.2160000        0.0610000
SDSS20896        0.3615600        0.0000100       21.9249992        0.0670000        1.0560000        0.0670000       -0.0890000        0.0680000
SDSS20916        0.3621810        0.0000100       22.2299995        0.0870000        0.9690000        0.0750000       -0.0090000        0.0820000
SDSS20926        0.2302030        0.0000100       22.6550007        0.0950000        0.5560000        0.0670000       -0.0090000        0.1210000
SDSS20928        0.3707390        0.0000100       21.8969994        0.0650000        0.8490000        0.0550000       -0.0920000        0.0910000
SDSS20961        0.3237310        0.0000100       22.3880005        0.0930000        1.2070000        0.0940000        0.1850000        0.0790000
SDSS20965        0.3908070        0.0000100       22.2399998        0.0610000        0.9840000        0.0740000       -0.1800000        0.0740000
SDSS20971        0.3004550        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS20998        0.3591060        0.0000100       22.0790005        0.0580000        0.8680000        0.1040000       -0.1230000        0.0630000
SDSS21001        0.4287030        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS21015        0.3292510        0.0000100       24.7830009        0.4720000        0.7020000        0.1700000              NaN              NaN
sn2007qa        0.1085470        0.0000100       19.4950008        0.0210000        1.0280000        0.0300000        0.1230000        0.0200000
SDSS21046        0.4277400        0.0000100       19.4710007        0.0320000        1.0280000        0.0300000        0.0370000        0.0910000
SDSS21060        0.4092550        0.0000100       22.3929996        0.0860000        0.5860000        0.0480000       -0.1510000        0.0950000
sn2007rp        0.1386420        0.0000100       20.4489994        0.0290000        1.1610000        0.0390000        0.0570000        0.0240000
SDSS21069        0.4733340        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS21129        0.4020470        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS21152        0.3596870        0.0000100       22.6089993        0.1350000        1.1720001        0.1890000       -0.0570000        0.1300000
SDSS21172        0.1713390        0.0000100       23.7910004        0.5050000        0.9510000        0.1950000       -0.7790000        0.2130000
SDSS21306        0.3471230        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS21391        0.4329620        0.0000100       22.7080002        0.0820000        0.8980000        0.0870000        0.0780000        0.0990000
SDSS21396        0.3755840        0.0000100       22.4029999        0.1050000        0.6150000        0.0410000       -0.0090000        0.0940000
SDSS21413        0.4567310        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS21420        0.3784790        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
sn2007sc        0.2686930        0.0000100       21.4050007        0.0880000        1.0760000        0.1400000       -0.0330000        0.0730000
SDSS21487        0.1891160        0.0000100       20.8689995        0.0460000        0.9370000        0.0330000        0.0290000        0.0410000
sn2007sh        0.1495660        0.0000100       19.8129997        0.0290000        1.0000000        0.0400000       -0.0660000        0.0300000
SDSS21534        0.1338600        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
SDSS21543        0.3248390        0.0000100              NaN              NaN              NaN              NaN              NaN              NaN
SDSS21557        0.4211650        0.0000100       22.7689991        0.1180000        0.7910000        0.0960000              NaN              NaN
SDSS21563        0.5026850        0.0000100              NaN              NaN        1.6000000        0.0000000              NaN              NaN
SDSS21589        0.2734340        0.0000100       22.2859993        0.0780000        0.8570000        0.0900000        0.0910000        0.0780000
SDSS21594        0.4511250        0.0000100       22.6879997        0.0980000        0.7260000        0.0740000       -0.2150000        0.0770000
sn2007rs        0.1240710        0.0000100              NaN              NaN        1.6000000       -0.0000000              NaN              NaN
sn2007sf        0.1019060        0.0000100       19.1420002        0.0380000        0.8880000        0.0390000        0.0200000        0.0230000
sn2007sl        0.0927200        0.0000100       18.9190006        0.0580000        0.9920000        0.0760000       -0.0500000        0.0250000
SDSS21858        0.2656720        0.0000100       22.1749992        0.0930000        0.7600000        0.0930000       -0.0560000        0.0880000
sn2007sg        0.1873420        0.0000100       20.1469994        0.1160000        1.5039999        0.2240000       -0.1820000        0.0720000
SDSS21872        0.2284690        0.0000100       22.4050007        0.1420000        0.6080000        0.0470000        0.0690000        0.0900000
SDSS21885        0.4060590        0.0000100       22.7530003        0.1360000        0.7610000        0.0870000       -0.1210000        0.1200000
SDSS21888        0.3424030        0.0000100       22.6970005        0.1320000        0.5500000        0.0350000        0.0560000        0.1070000
SDSS21890        0.3647840        0.0000100       22.1599998        0.0750000        0.8560000        0.0930000       -0.0620000        0.0810000
SDSS22006        0.3954540        0.0000100       22.7000008        0.1550000        1.1940000        0.2710000       -0.0100000        0.1300000
sn2007si        0.1300280        0.0000100       19.8990002        0.0300000        0.8380000        0.0330000        0.0230000        0.0290000
